pl_name,hostname,sys_name,discoverymethod,disc_year,pl_rade,pl_bmasse,sy_dist,disc_facility
Kepler-967 b,Kepler-967,Kepler-967,Transit,2016,2.35,6.12,568.546,Kepler
Kepler-967 c,Kepler-967,Kepler-967,Transit,2016,3.65,12.9,568.546,Kepler
Kepler-969 b,Kepler-969,Kepler-969,Transit,2016,2.07,4.94,390.354,Kepler
Kepler-969 c,Kepler-969,Kepler-969,Transit,2016,0.99,0.937,390.354,Kepler
Kepler-97 b,Kepler-97,Kepler-97,Transit,2014,1.48,3.51,400.907,Kepler
Kepler-97 c,Kepler-97,Kepler-97,Radial Velocity,2014,,344,400.907,W. M. Keck Observatory
Kepler-990 b,Kepler-990,Kepler-990,Transit,2016,2.6,7.27,802.163,Kepler
Kepler-990 c,Kepler-990,Kepler-990,Transit,2016,1.53,2.96,802.163,Kepler
LHS 1140 b,LHS 1140,LHS 1140,Transit,2017,1.635,6.38,14.9861,MEarth Project
LHS 1140 c,LHS 1140,LHS 1140,Transit,2018,1.169,1.76,14.9861,Multiple Observatories
LP 791-18 b,LP 791-18,LP 791-18,Transit,2019,1.12,1.46,26.4927,Transiting Exoplanet Survey Satellite (TESS)
LP 791-18 c,LP 791-18,LP 791-18,Transit,2019,2.31,5.95,26.4927,Transiting Exoplanet Survey Satellite (TESS)
LP 890-9 b,LP 890-9,LP 890-9,Transit,2022,1.32,13.2,32.4298,Transiting Exoplanet Survey Satellite (TESS)
LP 890-9 c,LP 890-9,LP 890-9,Transit,2022,1.367,25.3,32.4298,SPECULOOS Southern Observatory
LkCa 15 b,LkCa 15,LkCa 15,Imaging,2015,,,158.152,Large Binocular Telescope Observatory
LkCa 15 c,LkCa 15,LkCa 15,Imaging,2015,,,158.152,Large Binocular Telescope Observatory
OGLE-2006-BLG-109L b,OGLE-2006-BLG-109L,OGLE-2006-BLG-109L,Microlensing,2008,14,231,1510,OGLE
OGLE-2006-BLG-109L c,OGLE-2006-BLG-109L,OGLE-2006-BLG-109L,Microlensing,2008,11.1,86,1510,OGLE
OGLE-2012-BLG-0026L b,OGLE-2012-BLG-0026L,OGLE-2012-BLG-0026L,Microlensing,2012,7.72,46.1,4019,OGLE
OGLE-2012-BLG-0026L c,OGLE-2012-BLG-0026L,OGLE-2012-BLG-0026L,Microlensing,2012,13.9,270,4019,OGLE
OGLE-2014-BLG-1722L b,OGLE-2014-BLG-1722L,OGLE-2014-BLG-1722L,Microlensing,2018,8.59,55.3,6400,OGLE
OGLE-2014-BLG-1722L c,OGLE-2014-BLG-1722L,OGLE-2014-BLG-1722L,Microlensing,2018,11,83.7,6400,OGLE
OGLE-2018-BLG-1011L b,OGLE-2018-BLG-1011L,OGLE-2018-BLG-1011L,Microlensing,2019,13.5,570,7100,OGLE
OGLE-2018-BLG-1011L c,OGLE-2018-BLG-1011L,OGLE-2018-BLG-1011L,Microlensing,2019,13.2,890,7100,OGLE
PDS 70 b,PDS 70,PDS 70,Imaging,2018,30.488,953.49,113.064,Paranal Observatory
PDS 70 c,PDS 70,PDS 70,Imaging,2019,22.866,635.66,113.064,European Southern Observatory
TOI-1062 b,TOI-1062,TOI-1062,Transit,2021,2.265,10.15,82.1733,Transiting Exoplanet Survey Satellite (TESS)
TOI-1062 c,TOI-1062,TOI-1062,Radial Velocity,2021,3.1,9.78,82.1733,Transiting Exoplanet Survey Satellite (TESS)
TOI-1064 b,TOI-1064,TOI-1064,Transit,2022,2.587,13.5,68.0726,Transiting Exoplanet Survey Satellite (TESS)
TOI-1064 c,TOI-1064,TOI-1064,Transit,2022,2.651,2.5,68.0726,Transiting Exoplanet Survey Satellite (TESS)
TOI-1130 b,TOI-1130,TOI-1130,Transit,2020,3.65,12.9,58.2609,Transiting Exoplanet Survey Satellite (TESS)
TOI-1130 c,TOI-1130,TOI-1130,Transit,2020,16.814,309.56642,58.2609,Transiting Exoplanet Survey Satellite (TESS)
TOI-1266 b,TOI-1266,TOI-1266,Transit,2020,2.37,13.5,36.0118,Transiting Exoplanet Survey Satellite (TESS)
TOI-1266 c,TOI-1266,TOI-1266,Transit,2020,1.56,2.2,36.0118,Transiting Exoplanet Survey Satellite (TESS)
TOI-1272 b,TOI-1272,TOI-1272,Transit,2022,4.14,24.6,137.572,Transiting Exoplanet Survey Satellite (TESS)
TOI-1272 c,TOI-1272,TOI-1272,Radial Velocity,2022,5.59,26.7,137.572,W. M. Keck Observatory
TOI-1288 b,TOI-1288,TOI-1288,Transit,2022,5.24,42,114.865,Transiting Exoplanet Survey Satellite (TESS)
TOI-1288 c,TOI-1288,TOI-1288,Radial Velocity,2022,11,84,114.865,Multiple Observatories
TOI-1444 b,TOI-1444,TOI-1444,Transit,2021,1.397,3.87,125.463,Transiting Exoplanet Survey Satellite (TESS)
TOI-1444 c,TOI-1444,TOI-1444,Radial Velocity,2021,3.46,11.8,125.463,W. M. Keck Observatory
TOI-1468 b,TOI-1468,TOI-1468,Transit,2022,1.28,3.21,24.7399,Transiting Exoplanet Survey Satellite (TESS)
TOI-1468 c,TOI-1468,TOI-1468,Transit,2022,2.064,6.64,24.7399,Transiting Exoplanet Survey Satellite (TESS)
TOI-1670 b,TOI-1670,TOI-1670,Transit,2022,2.06,41.31769,168.067,Transiting Exoplanet Survey Satellite (TESS)
TOI-1670 c,TOI-1670,TOI-1670,Transit,2022,11.063,200.2319,168.067,Transiting Exoplanet Survey Satellite (TESS)
TOI-216.01,TOI-216,TOI-216,Transit,2019,10.1,177.98391,177.945,Transiting Exoplanet Survey Satellite (TESS)
TOI-216.02,TOI-216,TOI-216,Transit,2019,8,18.75188,177.945,Transiting Exoplanet Survey Satellite (TESS)
TOI-2202 b,TOI-2202,TOI-2202,Transit,2021,11.321,310.83618,235.933,Transiting Exoplanet Survey Satellite (TESS)
TOI-2202 c,TOI-2202,TOI-2202,Transit Timing Variations,2021,13.4,117.27868,235.933,Multiple Observatories
TOI-411 b,TOI-411,TOI-411,Transit,2022,1.72,3.61,62.7792,Transiting Exoplanet Survey Satellite (TESS)
TOI-411 c,TOI-411,TOI-411,Transit,2022,2.74,7.95,62.7792,Transiting Exoplanet Survey Satellite (TESS)
TOI-763 b,TOI-763,TOI-763,Transit,2020,2.28,9.79,95.1274,Transiting Exoplanet Survey Satellite (TESS)
TOI-763 c,TOI-763,TOI-763,Transit,2020,2.63,9.32,95.1274,Transiting Exoplanet Survey Satellite (TESS)
TOI-776 b,TOI-776,TOI-776,Transit,2020,1.85,4,27.1701,Transiting Exoplanet Survey Satellite (TESS)
TOI-776 c,TOI-776,TOI-776,Transit,2020,2.02,5.3,27.1701,Transiting Exoplanet Survey Satellite (TESS)
TOI-969 b,TOI-969,TOI-969,Transit,2022,2.765,9.1,77.2554,Transiting Exoplanet Survey Satellite (TESS)
TOI-969 c,TOI-969,TOI-969,Radial Velocity,2022,12.4,3591.461,77.2554,Multiple Observatories
TYC 1422-614-1 b,TYC 1422-614-1,TYC 1422-614-1,Radial Velocity,2014,13.3,794.5,672.41,Multiple Observatories
TYC 1422-614-1 c,TYC 1422-614-1,TYC 1422-614-1,Radial Velocity,2014,12.5,3178,672.41,Multiple Observatories
TYC 8998-760-1 b,TYC 8998-760-1,TYC 8998-760-1,Imaging,2020,12.3,4449.62,94.6177,Paranal Observatory
TYC 8998-760-1 c,TYC 8998-760-1,TYC 8998-760-1,Imaging,2020,12.33,1906.98,94.6177,Paranal Observatory
Teegarden's Star b,Teegarden's Star,Teegarden's Star,Radial Velocity,2019,1.02,1.05,3.83078,Calar Alto Observatory
Teegarden's Star c,Teegarden's Star,Teegarden's Star,Radial Velocity,2019,1.04,1.11,3.83078,Calar Alto Observatory
WASP-107 b,WASP-107,WASP-107,Transit,2017,10.536,30.5,64.7414,SuperWASP-South
WASP-107 c,WASP-107,WASP-107,Radial Velocity,2020,13.2,115,64.7414,Multiple Observatories
WASP-126 b,WASP-126,WASP-126,Transit,2016,10.435,90.3,216.526,SuperWASP-South
WASP-126 c,WASP-126,WASP-126,Transit Timing Variations,2019,9.38,64.2,216.526,Transiting Exoplanet Survey Satellite (TESS)
WASP-132 b,WASP-132,WASP-132,Transit,2016,10.05,130.3103,122.91,SuperWASP-South
WASP-132 c,WASP-132,WASP-132,Transit,2022,1.85,37.35,122.91,Transiting Exoplanet Survey Satellite (TESS)
WASP-148 b,WASP-148,WASP-148,Transit,2020,8.474,91.21675,246.353,SuperWASP-North
WASP-148 c,WASP-148,WASP-148,Radial Velocity,2020,13.9,124.58874,246.353,Haute-Provence Observatory
WASP-41 b,WASP-41,WASP-41,Transit,2012,12.33,270.1555,163.371,SuperWASP
WASP-41 c,WASP-41,WASP-41,Radial Velocity,2015,13.1,1010.6994,163.371,La Silla Observatory
WASP-53 b,WASP-53,WASP-53,Transit,2017,12.038,677.61356,201.338,Multiple Facilities
WASP-53 c,WASP-53,WASP-53,Radial Velocity,2017,,5196.5205,201.338,Multiple Facilities
bet Pic b,bet Pic,bet Pic,Imaging,2008,18.495,3729.12221,19.7442,Paranal Observatory
bet Pic c,bet Pic,bet Pic,Radial Velocity,2019,12.5,3223.13586,19.7442,La Silla Observatory
gam Lib b,gam Lib,gam Lib,Radial Velocity,2018,13.8,324.1866,47.4017,Okayama Astrophysical Observatory
gam Lib c,gam Lib,gam Lib,Radial Velocity,2018,12.9,1455.6614,47.4017,Okayama Astrophysical Observatory
iot Dra b,iot Dra,iot Dra,Radial Velocity,2002,12.4,3756.73177,31.32832,Lick Observatory
iot Dra c,iot Dra,iot Dra,Radial Velocity,2022,12.2,4958.12315,31.32832,La Silla Observatory
nu Oph b,nu Oph,nu Oph,Radial Velocity,2012,12,7057.73298,46.2107,Okayama Astrophysical Observatory
nu Oph c,nu Oph,nu Oph,Radial Velocity,2012,12,7838.32346,46.2107,Okayama Astrophysical Observatory
rho CrB b,rho CrB,rho CrB,Radial Velocity,1997,13.8,332.1,17.4671,Fred Lawrence Whipple Observatory
rho CrB c,rho CrB,rho CrB,Radial Velocity,2016,5.38,25,17.4671,Multiple Observatories
11 UMi b,11 UMi,11 UMi,Radial Velocity,2009,12.3,4684.8142,125.321,Thueringer Landessternwarte Tautenburg
14 And b,14 And,14 And,Radial Velocity,2008,12.9,1525.5,75.4392,Okayama Astrophysical Observatory
17 Sco b,17 Sco,17 Sco,Radial Velocity,2020,12.9,1373.01872,124.953,Lick Observatory
1RXS J160929.1-210524 b,1RXS J160929.1-210524,1RXS J160929.1-210524,Imaging,2008,18.647,3000,139.135,Gemini Observatory
24 Boo b,24 Boo,24 Boo,Radial Velocity,2018,13.9,289.2253,95.9863,Okayama Astrophysical Observatory
2M0437 b,2MASS J04372171+2651014,2MASS J04372171+2651014,Imaging,2021,13,1271.31363,128.484,Subaru Telescope
2MASS J01225093-2439505 b,2MASS J01225093-2439505,2MASS J01225093-2439505,Imaging,2013,11.209,7786.5,33.8281,W. M. Keck Observatory
2MASS J02192210-3925225 b,2MASS J02192210-3925225,2MASS J02192210-3925225,Imaging,2015,16.141,4417.837,40.0896412,Cerro Tololo Inter-American Observatory
2MASS J04414489+2301513 b,2MASS J04414489+2301513,2MASS J04414489+2301513,Imaging,2010,12.6,2383.6,120.423987,Hubble Space Telescope
2MASS J12073346-3932539 b,2MASS J12073346-3932539,2MASS J12073346-3932539,Imaging,2004,12.9,1589.15,64.308,Paranal Observatory
2MASS J22362452+4751425 b,2MASS J22362452+4751425,2MASS J22362452+4751425,Imaging,2016,12.3,3972.875,69.5737,W. M. Keck Observatory
4 UMa b,4 UMa,4 UMa,Radial Velocity,2006,12.7,2256.5,73.4603,Thueringer Landessternwarte Tautenburg
51 Peg b,51 Peg,51 Peg,Radial Velocity,1995,14.3,146.2018,15.4614,Haute-Provence Observatory
6 Lyn b,6 Lyn,6 Lyn,Radial Velocity,2008,13.4,638.8383,54.6599,Okayama Astrophysical Observatory
70 Vir b,70 Vir,70 Vir,Radial Velocity,1996,12.6,2380.45,17.9011,Lick Observatory
8 UMi b,8 UMi,8 UMi,Radial Velocity,2015,13.6,416.3573,162.552,Bohyunsan Optical Astronomical Observatory
81 Cet b,81 Cet,81 Cet,Radial Velocity,2008,12.8,1684.4,101.26,Okayama Astrophysical Observatory
AB Aur b,AB Aur,AB Aur,Imaging,2022,12.5,2860.45566,162.127,Subaru Telescope
AB Pic b,AB Pic,AB Pic,Imaging,2005,12.3,4290.5,50.0475,Paranal Observatory
BD+03 2562 b,BD+03 2562,BD+03 2562,Radial Velocity,2017,12.7,2034.112,1070.63,Multiple Observatories
BD+14 4559 b,BD+14 4559,BD+14 4559,Radial Velocity,2009,13.8,330.5432,49.352,McDonald Observatory
BD+15 2375 b,BD+15 2375,BD+15 2375,Radial Velocity,2016,13.8,337.21763,768.045,Roque de los Muchachos Observatory
BD+15 2940 b,BD+15 2940,BD+15 2940,Radial Velocity,2013,13.7,352.78,426.42,McDonald Observatory
BD+20 274 b,BD+20 274,BD+20 274,Radial Velocity,2012,13,1334.886,1322.51,McDonald Observatory
BD+20 594 b,BD+20 594,BD+20 594,Transit,2016,2.578,22.2481,179.461,K2
BD+45 564 b,BD+45 564,BD+45 564,Radial Velocity,2021,13.6,432.24663,53.622,Haute-Provence Observatory
BD+48 738 b,BD+48 738,BD+48 738,Radial Velocity,2011,13.9,289.2253,871.493,McDonald Observatory
BD+48 740 b,BD+48 740,BD+48 740,Radial Velocity,2018,13.5,540.311,666.589,Multiple Observatories
BD+49 828 b,BD+49 828,BD+49 828,Radial Velocity,2015,13.5,508.5,442.042,McDonald Observatory
BD+55 362 b,BD+55 362,BD+55 362,Radial Velocity,2021,14,228.83645,52.5697,Haute-Provence Observatory
BD+60 1417 b,BD+60 1417,BD+60 1417,Imaging,2021,14.684,4767.4261,44.9543,Wide-field Infrared Survey Explorer (WISE) Sat
BD+63 1405 b,BD+63 1405,BD+63 1405,Radial Velocity,2021,13,1258.60049,38.0473,Haute-Provence Observatory
BD-00 4475 b,BD-00 4475,BD-00 4475,Radial Velocity,2021,12,7961.6016,42.6402,Haute-Provence Observatory
BD-10 3166 b,BD-10 3166,BD-10 3166,Radial Velocity,2000,14.1,187.5197,84.4069,W. M. Keck Observatory
BD-13 2130 b,BD-13 2130,BD-13 2130,Radial Velocity,2007,12.5,3108.3774,925.214,La Silla Observatory
BD-17 63 b,BD-17 63,BD-17 63,Radial Velocity,2008,12.8,1620.9,34.4603,La Silla Observatory
CD Cet b,CD Cet,CD Cet,Radial Velocity,2020,1.82,3.95,8.60715,Calar Alto Observatory
CFBDSIR J145829+101343 b,CFBDSIR J145829+101343,CFBDSIR J145829+101343,Imaging,2011,12.4,3337.1,23.1,W. M. Keck Observatory
CFHTWIR-Oph 98 b,CFHTWIR-Oph 98 A,CFHTWIR-Oph 98 A,Imaging,2021,20.849,2479.06157,,Hubble Space Telescope
CHXR 73 b,CHXR 73,CHXR 73,Imaging,2006,12.3,3994.486,190.374,Hubble Space Telescope
CI Tau b,CI Tau,CI Tau,Radial Velocity,2019,12.4,3686.828,157.998,Multiple Observatories
COCONUTS-2 b,COCONUTS-2 A,COCONUTS-2 A,Imaging,2021,12.442,2002.31896,10.8864,NASA Infrared Telescope Facility (IRTF)
CT Cha b,CT Cha,CT Cha,Imaging,2007,24.66,5403,190.72,Paranal Observatory
CoRoT-1 b,CoRoT-1,CoRoT-1,Transit,2008,16.7,327.35,787.909,CoRoT
CoRoT-10 b,CoRoT-10,CoRoT-10,Transit,2010,10.87,874,338.386,CoRoT
CoRoT-11 b,CoRoT-11,CoRoT-11,Transit,2010,16.03,740.51,655.037,CoRoT
CoRoT-12 b,CoRoT-12,CoRoT-12,Transit,2010,16.14,291.438,1126.37,CoRoT
CoRoT-13 b,CoRoT-13,CoRoT-13,Transit,2010,9.92,415.704,1148.93,CoRoT
CoRoT-14 b,CoRoT-14,CoRoT-14,Transit,2010,12.22,2415.4,1744.6,CoRoT
CoRoT-16 b,CoRoT-16,CoRoT-16,Transit,2011,13.11,170.032,732.409,CoRoT
CoRoT-17 b,CoRoT-17,CoRoT-17,Transit,2011,11.43,772.29,1176.12,CoRoT
CoRoT-18 b,CoRoT-18,CoRoT-18,Transit,2011,14.68,1102.82,764.889,CoRoT
CoRoT-19 b,CoRoT-19,CoRoT-19,Transit,2011,14.46,352.78,790.663,CoRoT
CoRoT-21 b,CoRoT-21,CoRoT-21,Transit,2012,14.572,718.2958,1398.8341969,CoRoT
CoRoT-22 b,CoRoT-22,CoRoT-22,Transit,2014,4.88,12.2,627.158,CoRoT
CoRoT-23 b,CoRoT-23,CoRoT-23,Transit,2011,11.77,889.9,1060.97,CoRoT
CoRoT-25 b,CoRoT-25,CoRoT-25,Transit,2013,12.11,85.81,1103.48,CoRoT
CoRoT-26 b,CoRoT-26,CoRoT-26,Transit,2013,14.12,165.26,1045.18,CoRoT
CoRoT-27 b,CoRoT-27,CoRoT-27,Transit,2014,11.287,3302.11,1010.28,CoRoT
CoRoT-28 b,CoRoT-28,CoRoT-28,Transit,2015,10.705,153.82972,766.183,CoRoT
CoRoT-29 b,CoRoT-29,CoRoT-29,Transit,2015,10.088,270.1555,806.507,CoRoT
CoRoT-3 b,CoRoT-3,CoRoT-3,Transit,2008,11.32,6883.91,768.771,CoRoT
CoRoT-30 b,CoRoT-30,CoRoT-30,Transit,2020,11.31,921.707,1032.23,CoRoT
CoRoT-31 b,CoRoT-31,CoRoT-31,Transit,2020,16.365,266.9772,2005.76,CoRoT
CoRoT-35 b,CoRoT-35,CoRoT-35,Transit,2022,18.831,349.61125,1123.21,CoRoT
CoRoT-36 b,CoRoT-36,CoRoT-36,Transit,2022,15.805,216.12332,925.958,CoRoT
CoRoT-4 b,CoRoT-4,CoRoT-4,Transit,2008,13.34,228.83,726.412,CoRoT
CoRoT-5 b,CoRoT-5,CoRoT-5,Transit,2009,15.558,148.42,882.472,CoRoT
CoRoT-6 b,CoRoT-6,CoRoT-6,Transit,2009,13.068,940.74,645.294,CoRoT
CoRoT-8 b,CoRoT-8,CoRoT-8,Transit,2010,6.39,69.92,322.037,CoRoT
CoRoTID 223977153 b,CoRoTID 223977153,CoRoTID 223977153,Transit,2017,6.389,47.6745,576.683,CoRoT
DENIS-P J082303.1-491201 b,DENIS-P J082303.1-491201,DENIS-P J082303.1-491201,Astrometry,2013,11.9,9057.77,20.77,Paranal Observatory
DH Tau b,DH Tau,DH Tau,Imaging,2004,30.264,3496,134.846,Subaru Telescope
DMPP-2 b,DMPP-2,DMPP-2,Radial Velocity,2019,14.3,138.89171,137.94,Multiple Facilities
EPIC 201170410.02,EPIC 201170410,EPIC 201170410,Transit,2020,1.047,1.15,134,K2
EPIC 201238110 b,EPIC 201238110,EPIC 201238110,Transit,2019,1.87,4.16,159.259,K2
EPIC 201427007 b,EPIC 201427007,EPIC 201427007,Transit,2021,1.5,2.86,706.391,K2
EPIC 201497682 b,EPIC 201497682,EPIC 201497682,Transit,2019,0.692,0.26,253.026,K2
EPIC 201595106 b,EPIC 201595106,EPIC 201595106,Transit,2021,1.3,2.24,232.1,K2
EPIC 201757695.02,EPIC 201757695,EPIC 201757695,Transit,2020,0.908,0.688,577.6,K2
EPIC 201841433 b,EPIC 201841433,EPIC 201841433,Transit,2019,1.04,1.12,436.488,K2
EPIC 206032309 b,EPIC 206032309,EPIC 206032309,Transit,2019,1.01,1.01,161.365,K2
EPIC 206215704 b,EPIC 206215704,EPIC 206215704,Transit,2019,1,0.972,109.888,K2
EPIC 211822797 b,EPIC 211822797,EPIC 211822797,Transit,2016,1.92,4.35,186.197,K2
EPIC 211945201 b,EPIC 211945201,EPIC 211945201,Transit,2018,5.76,27,181.69,K2
EPIC 212424622 b,EPIC 212424622,EPIC 212424622,Transit,2019,2.17,5.35,611.804,K2
EPIC 212499991 b,EPIC 212499991,EPIC 212499991,Transit,2019,1.6,3.19,283.29,K2
EPIC 220492298 b,EPIC 220492298,EPIC 220492298,Transit,2021,0.99,0.937,624.512,K2
EPIC 228836835 b,EPIC 228836835,EPIC 228836835,Transit,2021,1.1,1.37,150.124,K2
EPIC 248847494 b,EPIC 248847494,EPIC 248847494,Transit,2018,12.442,4131.79,551.886,K2
FU Tau b,FU Tau,FU Tau,Imaging,2008,12.2,5085.28,133.4950466,Spitzer Space Telescope
G 9-40 b,G 9-40,G 9-40,Transit,2019,2.025,4.76,27.9276,K2
GJ 1151 c,GJ 1151,GJ 1151,Radial Velocity,2023,3.25,10.62,8.03625,Multiple Facilities
GJ 1214 b,GJ 1214,GJ 1214,Transit,2009,2.742,8.17,14.6427,MEarth Project
GJ 1252 b,GJ 1252,GJ 1252,Transit,2020,1.18,1.32,20.373,Transiting Exoplanet Survey Satellite (TESS)
GJ 1265 b,GJ 1265,GJ 1265,Radial Velocity,2018,2.63,7.4,10.2525,Calar Alto Observatory
GJ 160.2 b,GJ 160.2,GJ 160.2,Radial Velocity,2014,3.17,10.2,25.8557,Multiple Observatories
GJ 179 b,GJ 179,GJ 179,Radial Velocity,2009,13.9,260.61,12.356,W. M. Keck Observatory
GJ 2056 b,GJ 2056,GJ 2056,Radial Velocity,2020,4.17,16.2,28.4434,Multiple Observatories
GJ 251 b,GJ 251,GJ 251,Radial Velocity,2020,1.83,4,5.58057,W. M. Keck Observatory
GJ 27.1 b,GJ 27.1,GJ 27.1,Radial Velocity,2014,3.66,13,23.6062,Multiple Observatories
GJ 3082 b,GJ 3082,GJ 3082,Radial Velocity,2020,2.79,8.2,16.6186,Multiple Facilities
GJ 3090 b,GJ 3090,GJ 3090,Transit,2022,2.13,3.34,22.4751,Transiting Exoplanet Survey Satellite (TESS)
GJ 3222 b,GJ 3222,GJ 3222,Radial Velocity,2022,3.45,11.73969,18.23817,Multiple Observatories
GJ 328 b,GJ 328,GJ 328,Radial Velocity,2013,13.3,731,20.5266,McDonald Observatory
GJ 3341 b,GJ 3341,GJ 3341,Radial Velocity,2015,2.46,6.6,23.619,La Silla Observatory
GJ 3470 b,GJ 3470,GJ 3470,Radial Velocity,2012,4.57,13.9,29.4214,La Silla Observatory
GJ 3634 b,GJ 3634,GJ 3634,Radial Velocity,2010,2.83,8.4,20.3779,La Silla Observatory
GJ 367 b,GJ 367,GJ 367,Transit,2021,0.718,0.546,9.41263,Transiting Exoplanet Survey Satellite (TESS)
GJ 3779 b,GJ 3779,GJ 3779,Radial Velocity,2018,2.75,8,13.743,Calar Alto Observatory
GJ 393 b,GJ 393,GJ 393,Radial Velocity,2021,1.17,1.71,7.03149,Multiple Observatories
GJ 3942 b,GJ 3942,GJ 3942,Radial Velocity,2017,2.57,7.14,16.9287,Roque de los Muchachos Observatory
GJ 422 b,GJ 422,GJ 422,Radial Velocity,2014,3.33,11.07,12.6631,Multiple Observatories
GJ 4276 b,GJ 4276,GJ 4276,Radial Velocity,2019,4.22,16.57,21.3362,Calar Alto Observatory
GJ 436 b,GJ 436,GJ 436,Radial Velocity,2004,4.17,22.1,9.75321,W. M. Keck Observatory
GJ 480 b,GJ 480,GJ 480,Radial Velocity,2020,3.69,13.2,14.2358,Multiple Observatories
GJ 486 b,GJ 486,GJ 486,Radial Velocity,2021,1.305,2.82,8.07426,Calar Alto Observatory
GJ 504 b,GJ 504,GJ 504,Imaging,2013,13,1271.3,17.5299,Subaru Telescope
GJ 514 b,GJ 514,GJ 514,Radial Velocity,2022,2.13,5.2,7.61778,Multiple Observatories
GJ 536 b,GJ 536,GJ 536,Radial Velocity,2016,2.17,5.36,10.4092,La Silla Observatory
GJ 625 b,GJ 625,GJ 625,Radial Velocity,2017,1.49,2.82,6.47249,Multiple Observatories
GJ 649 b,GJ 649,GJ 649,Radial Velocity,2009,12.5,104.244,10.3796,W. M. Keck Observatory
GJ 674 b,GJ 674,GJ 674,Radial Velocity,2007,3.33,11.09,4.54896,La Silla Observatory
GJ 680 b,GJ 680,GJ 680,Radial Velocity,2022,12,7764.94529,9.67315,Multiple Observatories
GJ 685 b,GJ 685,GJ 685,Radial Velocity,2019,2.95,9,14.3155,Roque de los Muchachos Observatory
GJ 740 b,GJ 740,GJ 740,Radial Velocity,2021,1.53,2.96,11.1017,Multiple Observatories
GJ 832 b,GJ 832,GJ 832,Radial Velocity,2008,14,216,4.96435,Anglo-Australian Telescope
GJ 9066 c,GJ 9066,GJ 9066,Radial Velocity,2020,9.6,66.74397,4.471,Multiple Observatories
GJ 96 b,GJ 96,GJ 96,Radial Velocity,2018,4.67,19.66,11.9315,Haute-Provence Observatory
GJ 9689 b,GJ 9689,GJ 9689,Radial Velocity,2020,3.07,9.65,30.6203,Roque de los Muchachos Observatory
GJ 9714 b,GJ 9714,GJ 9714,Radial Velocity,2022,12.5,3051.24439,20.5121,Multiple Observatories
GPX-1 b,GPX-1,GPX-1,Transit,2021,16.477,6261.21962,655.013,Acton Sky Portal Observatory
GQ Lup b,GQ Lup,GQ Lup,Imaging,2004,33.6,6356,151.169,Paranal Observatory
GSC 06214-00210 b,GSC 06214-00210,GSC 06214-00210,Imaging,2010,20.176,5000,108.5,Palomar Observatory
GU Psc b,GU Psc,GU Psc,Imaging,2014,14.179,3591.3,47.5501,Gemini Observatory
Gaia-1 b,Gaia-1,Gaia-1,Transit,2022,13.776,533.95172,363.66,European Space Agency (ESA) Gaia Satellite
Gaia-2 b,Gaia-2,Gaia-2,Transit,2022,14.818,259.66581,209.229,European Space Agency (ESA) Gaia Satellite
Gl 378 b,Gl 378,Gl 378,Radial Velocity,2019,3.66,13.02,14.9545,Haute-Provence Observatory
Gl 686 b,Gl 686,Gl 686,Radial Velocity,2018,2.46,6.624,8.15728,Roque de los Muchachos Observatory
HAT-P-12 b,HAT-P-12,HAT-P-12,Transit,2009,10.749,67.059,142.751,HATNet
HAT-P-15 b,HAT-P-15,HAT-P-15,Transit,2010,11.882,616.5902,192.516,HATNet
HAT-P-18 b,HAT-P-18,HAT-P-18,Transit,2010,11.153,62.61,161.4,HATNet
HAT-P-19 b,HAT-P-19,HAT-P-19,Transit,2010,12.689,92.802,202.078,HATNet
HAT-P-2 b,HAT-P-2,HAT-P-2,Transit,2007,10.66,2765.121,127.774,HATNet
HAT-P-20 b,HAT-P-20,HAT-P-20,Transit,2010,9.718,2302.899,71.0374,HATNet
HAT-P-21 b,HAT-P-21,HAT-P-21,Transit,2010,12.442,1547.8321,277.278,HATNet
HAT-P-23 b,HAT-P-23,HAT-P-23,Transit,2010,12.218,425.8922,364.813,HATNet
HAT-P-25 b,HAT-P-25,HAT-P-25,Transit,2010,12.722,180.84527,300.384,HATNet
HAT-P-26 b,HAT-P-26,HAT-P-26,Transit,2010,7.062,22.2481,141.837,HATNet
HAT-P-28 b,HAT-P-28,HAT-P-28,Transit,2011,13.585,198.953,401.319,HATNet
HAT-P-31 b,HAT-P-31,HAT-P-31,Transit,2011,12.218,721.4741,344.05,HATNet
HAT-P-34 b,HAT-P-34,HAT-P-34,Transit,2011,13.417,1058.3739,249.325,HATNet
HAT-P-36 b,HAT-P-36,HAT-P-36,Transit,2011,14.314,587.41341,294.419,HATNet
HAT-P-37 b,HAT-P-37,HAT-P-37,Transit,2011,13.204,371.528,390.594,HATNet
HAT-P-38 b,HAT-P-38,HAT-P-38,Transit,2012,9.247,84.857,255.206,HATNet
HAT-P-40 b,HAT-P-40,HAT-P-40,Transit,2012,17.038,152.5584,464.469,HATNet
HAT-P-42 b,HAT-P-42,HAT-P-42,Transit,2012,14.348,331.801,405.238,HATNet
HAT-P-43 b,HAT-P-43,HAT-P-43,Transit,2012,13.63,210.395,528.825,HATNet
HAT-P-45 b,HAT-P-45,HAT-P-45,Transit,2014,15.984,283.492,298.64,HATNet
HAT-P-46 b,HAT-P-46,HAT-P-46,Transit,2014,14.392,156.684,290.736,HATNet
HAT-P-49 b,HAT-P-49,HAT-P-49,Transit,2014,17.822,699.226,350.351,HATNet
