pl_name,hostname,sys_name,discoverymethod,disc_year,pl_rade,pl_bmasse,sy_dist,disc_facility
Kepler-1874 b,Kepler-1874,Kepler-1874,Transit,2021,2.211,5.52,408.007,Kepler
Kepler-1875 b,Kepler-1875,Kepler-1875,Transit,2021,3.227,10.5,1660.45,Kepler
Kepler-1876 b,Kepler-1876,Kepler-1876,Transit,2021,0.98,0.905,259.935,Kepler
Kepler-1877 b,Kepler-1877,Kepler-1877,Transit,2021,0.624,0.179,285.312,Kepler
Kepler-1878 b,Kepler-1878,Kepler-1878,Transit,2021,2.92,8.86,1494.3,Kepler
Kepler-1879 b,Kepler-1879,Kepler-1879,Transit,2021,2.065,4.92,627.171,Kepler
Kepler-1880 b,Kepler-1880,Kepler-1880,Transit,2021,2.117,5.13,611.041,Kepler
Kepler-1881 b,Kepler-1881,Kepler-1881,Transit,2021,2.981,9.17,1057.21,Kepler
Kepler-1882 b,Kepler-1882,Kepler-1882,Transit,2021,1.487,2.81,443.371,Kepler
Kepler-1883 b,Kepler-1883,Kepler-1883,Transit,2021,3.251,10.6,1377.61,Kepler
Kepler-1884 b,Kepler-1884,Kepler-1884,Transit,2021,1.814,3.95,1443.09,Kepler
Kepler-1885 b,Kepler-1885,Kepler-1885,Transit,2021,1.511,2.89,818.482,Kepler
Kepler-1886 b,Kepler-1886,Kepler-1886,Transit,2021,2.582,7.18,1059.51,Kepler
Kepler-1887 b,Kepler-1887,Kepler-1887,Transit,2021,2.925,8.88,1366.18,Kepler
Kepler-1888 b,Kepler-1888,Kepler-1888,Transit,2021,1.326,2.32,402.947,Kepler
Kepler-1889 b,Kepler-1889,Kepler-1889,Transit,2021,2.944,8.98,1395.13,Kepler
Kepler-1890 b,Kepler-1890,Kepler-1890,Transit,2021,0.869,0.587,529.596,Kepler
Kepler-1891 b,Kepler-1891,Kepler-1891,Transit,2021,1.521,2.93,596.24,Kepler
Kepler-1892 b,Kepler-1892,Kepler-1892,Transit,2021,1.837,4.03,851.595,Kepler
Kepler-1893 b,Kepler-1893,Kepler-1893,Transit,2021,1.706,3.55,1050.72,Kepler
Kepler-1894 b,Kepler-1894,Kepler-1894,Transit,2021,1.201,1.87,935.191,Kepler
Kepler-1895 b,Kepler-1895,Kepler-1895,Transit,2021,2.119,5.14,984.187,Kepler
Kepler-1896 b,Kepler-1896,Kepler-1896,Transit,2021,3.099,9.8,1732.91,Kepler
Kepler-1897 b,Kepler-1897,Kepler-1897,Transit,2021,2.814,8.32,983.174,Kepler
Kepler-1898 b,Kepler-1898,Kepler-1898,Transit,2021,0.934,0.76,360.921,Kepler
Kepler-1899 b,Kepler-1899,Kepler-1899,Transit,2021,1.551,3.02,711.509,Kepler
Kepler-1900 b,Kepler-1900,Kepler-1900,Transit,2021,1.623,3.27,1540.43,Kepler
Kepler-1901 b,Kepler-1901,Kepler-1901,Transit,2021,1.474,2.77,1028.37,Kepler
Kepler-1902 b,Kepler-1902,Kepler-1902,Transit,2021,1.176,1.74,344.337,Kepler
Kepler-1903 b,Kepler-1903,Kepler-1903,Transit,2021,2.286,5.85,1775.44,Kepler
Kepler-1904 b,Kepler-1904,Kepler-1904,Transit,2021,1.39,2.51,270.854,Kepler
Kepler-1905 b,Kepler-1905,Kepler-1905,Transit,2021,1.446,2.69,1051.53,Kepler
Kepler-1906 b,Kepler-1906,Kepler-1906,Transit,2021,2.776,8.13,1360.63,Kepler
Kepler-1909 b,Kepler-1909,Kepler-1909,Transit,2021,1.092,1.33,763.662,Kepler
Kepler-1910 b,Kepler-1910,Kepler-1910,Transit,2021,1.184,1.78,,Kepler
Kepler-1911 b,Kepler-1911,Kepler-1911,Transit,2021,1.011,1.01,269.912,Kepler
Kepler-1912 b,Kepler-1912,Kepler-1912,Transit,2021,1.357,2.41,297.017,Kepler
Kepler-1913 b,Kepler-1913,Kepler-1913,Transit,2021,1.519,2.92,876.3,Kepler
Kepler-1914 b,Kepler-1914,Kepler-1914,Transit,2021,2.943,8.97,1621.56,Kepler
Kepler-1915 b,Kepler-1915,Kepler-1915,Transit,2021,3.218,10.4,1514.66,Kepler
Kepler-1916 b,Kepler-1916,Kepler-1916,Transit,2021,2.618,7.35,2055.82,Kepler
Kepler-1917 b,Kepler-1917,Kepler-1917,Transit,2021,1.89,4.23,909.037,Kepler
Kepler-1918 b,Kepler-1918,Kepler-1918,Transit,2021,2.298,5.89,1030.11,Kepler
Kepler-1919 b,Kepler-1919,Kepler-1919,Transit,2021,2.624,7.38,1177.53,Kepler
Kepler-1920 b,Kepler-1920,Kepler-1920,Transit,2021,2.954,9.03,885.913,Kepler
Kepler-1921 b,Kepler-1921,Kepler-1921,Transit,2021,2.895,8.72,928.989,Kepler
Kepler-1922 b,Kepler-1922,Kepler-1922,Transit,2021,2.291,5.86,1344.29,Kepler
Kepler-1923 b,Kepler-1923,Kepler-1923,Transit,2021,1.96,4.5,990.838,Kepler
Kepler-1924 b,Kepler-1924,Kepler-1924,Transit,2021,2.654,7.53,1910.77,Kepler
Kepler-1925 b,Kepler-1925,Kepler-1925,Transit,2021,3.002,9.28,1771.31,Kepler
Kepler-1926 b,Kepler-1926,Kepler-1926,Transit,2021,2.315,5.97,667.405,Kepler
Kepler-1927 b,Kepler-1927,Kepler-1927,Transit,2021,3.406,11.5,1091,Kepler
Kepler-1928 b,Kepler-1928,Kepler-1928,Transit,2021,1.992,4.63,326.362,Kepler
Kepler-1929 b,Kepler-1929,Kepler-1929,Transit,2021,3.073,9.65,508.201,Kepler
Kepler-1930 b,Kepler-1930,Kepler-1930,Transit,2021,1.53,2.95,275.694,Kepler
Kepler-1931 b,Kepler-1931,Kepler-1931,Transit,2021,2.653,7.53,620.091,Kepler
Kepler-1932 b,Kepler-1932,Kepler-1932,Transit,2021,1.515,2.91,713.733,Kepler
Kepler-1933 b,Kepler-1933,Kepler-1933,Transit,2021,1.18,1.76,328.007,Kepler
Kepler-1934 b,Kepler-1934,Kepler-1934,Transit,2021,0.913,0.702,428.514,Kepler
Kepler-1935 b,Kepler-1935,Kepler-1935,Transit,2021,2.503,6.82,904.702,Kepler
Kepler-1936 b,Kepler-1936,Kepler-1936,Transit,2021,3.166,10.2,871.096,Kepler
Kepler-1937 b,Kepler-1937,Kepler-1937,Transit,2021,3.023,9.39,905.069,Kepler
Kepler-1938 b,Kepler-1938,Kepler-1938,Transit,2021,1.828,4,421.152,Kepler
Kepler-1939 b,Kepler-1939,Kepler-1939,Transit,2021,1.165,1.68,189.833,Kepler
Kepler-1940 b,Kepler-1940,Kepler-1940,Transit,2021,1.547,3.01,798.595,Kepler
Kepler-1941 b,Kepler-1941,Kepler-1941,Transit,2021,2.65,7.51,1494.39,Kepler
Kepler-1942 b,Kepler-1942,Kepler-1942,Transit,2021,2.117,5.13,842.492,Kepler
Kepler-1943 b,Kepler-1943,Kepler-1943,Transit,2021,1.549,3.02,1004.55,Kepler
Kepler-1944 b,Kepler-1944,Kepler-1944,Transit,2021,2.76,8.05,1076.48,Kepler
Kepler-1945 b,Kepler-1945,Kepler-1945,Transit,2021,1.289,2.21,,Kepler
Kepler-1946 b,Kepler-1946,Kepler-1946,Transit,2021,2.488,6.75,1002.12,Kepler
Kepler-1947 b,Kepler-1947,Kepler-1947,Transit,2021,1.01,1.01,468.771,Kepler
Kepler-1948 b,Kepler-1948,Kepler-1948,Transit,2021,1.033,1.09,193.903,Kepler
Kepler-1949 b,Kepler-1949,Kepler-1949,Transit,2021,2.22,5.56,2617.35,Kepler
Kepler-1950 b,Kepler-1950,Kepler-1950,Transit,2021,1.527,2.95,697.253,Kepler
Kepler-1951 b,Kepler-1951,Kepler-1951,Transit,2021,2.321,6,1277.32,Kepler
Kepler-1952 b,Kepler-1952,Kepler-1952,Transit,2021,1.239,2.07,852.062,Kepler
Kepler-1953 b,Kepler-1953,Kepler-1953,Transit,2021,1.286,2.2,605.631,Kepler
Kepler-1954 b,Kepler-1954,Kepler-1954,Transit,2021,1.802,3.9,1373.83,Kepler
Kepler-1955 b,Kepler-1955,Kepler-1955,Transit,2021,1.167,1.69,449.351,Kepler
Kepler-1956 b,Kepler-1956,Kepler-1956,Transit,2021,1.089,1.32,360.468,Kepler
Kepler-1957 b,Kepler-1957,Kepler-1957,Transit,2021,0.944,0.79,460.899,Kepler
Kepler-1958 b,Kepler-1958,Kepler-1958,Transit,2021,2.051,4.86,1320.38,Kepler
Kepler-1959 b,Kepler-1959,Kepler-1959,Transit,2021,1.143,1.57,479.263,Kepler
Kepler-1960 b,Kepler-1960,Kepler-1960,Transit,2021,1.307,2.26,1527.56,Kepler
Kepler-1961 b,Kepler-1961,Kepler-1961,Transit,2021,1.619,3.25,1042.45,Kepler
Kepler-1962 b,Kepler-1962,Kepler-1962,Transit,2021,1.215,1.95,866.826,Kepler
Kepler-1963 b,Kepler-1963,Kepler-1963,Transit,2021,0.744,0.337,492.847,Kepler
Kepler-1964 b,Kepler-1964,Kepler-1964,Transit,2021,1.781,3.83,,Kepler
Kepler-1965 b,Kepler-1965,Kepler-1965,Transit,2021,1.354,2.4,521.791,Kepler
Kepler-1966 b,Kepler-1966,Kepler-1966,Transit,2021,1.105,1.39,484.601,Kepler
Kepler-1967 b,Kepler-1967,Kepler-1967,Transit,2021,0.73,0.315,249.102,Kepler
Kepler-1968 b,Kepler-1968,Kepler-1968,Transit,2021,1.5,2.86,750.93,Kepler
Kepler-1969 b,Kepler-1969,Kepler-1969,Transit,2021,1.682,3.47,1204.54,Kepler
Kepler-22 b,Kepler-22,Kepler-22,Transit,2011,2.38,36,194.642,Kepler
Kepler-39 b,Kepler-39,Kepler-39,Transit,2011,13.9,6388.1,1057.41,Kepler
Kepler-4 b,Kepler-4,Kepler-4,Transit,2009,4.002,24.472,487.916,Kepler
Kepler-40 b,Kepler-40,Kepler-40,Transit,2010,13.11,699.2,2305.01,Kepler
Kepler-408 b,Kepler-408,Kepler-408,Transit,2014,0.82,5,88.7832,Kepler
Kepler-409 b,Kepler-409,Kepler-409,Transit,2014,1.19,22,68.173,Kepler
Kepler-41 b,Kepler-41,Kepler-41,Transit,2011,14.46,177.98,1093.08,Kepler
Kepler-412 b,Kepler-412,Kepler-412,Transit,2014,15.031,299.07803,1086.24,Kepler
Kepler-421 b,Kepler-421,Kepler-421,Transit,2014,4.16,16.1,348.558,Kepler
Kepler-422 b,Kepler-422,Kepler-422,Transit,2014,12.89,136.66,722.795,Kepler
Kepler-423 b,Kepler-423,Kepler-423,Transit,2014,13.361,189.101,758.753,Kepler
Kepler-425 b,Kepler-425,Kepler-425,Transit,2014,10.962,79.45,646.647,Kepler
Kepler-426 b,Kepler-426,Kepler-426,Transit,2014,12.22,108.06,843.695,Kepler
Kepler-427 b,Kepler-427,Kepler-427,Transit,2014,13.79,92.17,1017.8,Kepler
Kepler-428 b,Kepler-428,Kepler-428,Transit,2014,12.11,403.63,686.284,Kepler
Kepler-43 b,Kepler-43,Kepler-43,Transit,2011,13.664,1026.5909,1005.84,Kepler
Kepler-433 b,Kepler-433,Kepler-433,Transit,2015,16.25,896.24,1878.31,Kepler
Kepler-434 b,Kepler-434,Kepler-434,Transit,2015,12.67,908.96,1222.54,Kepler
Kepler-435 b,Kepler-435,Kepler-435,Transit,2015,22.31,266.97,1418.77,Kepler
Kepler-437 b,Kepler-437,Kepler-437,Transit,2015,2.14,5.22,304,Kepler
Kepler-438 b,Kepler-438,Kepler-438,Transit,2015,1.12,1.46,195.9428717,Kepler
Kepler-439 b,Kepler-439,Kepler-439,Transit,2015,2.24,5.65,757.048,Kepler
Kepler-44 b,Kepler-44,Kepler-44,Transit,2011,12.22,317.82,1188,Kepler
Kepler-440 b,Kepler-440,Kepler-440,Transit,2015,1.86,4.12,301.03,Kepler
Kepler-441 b,Kepler-441,Kepler-441,Transit,2015,1.64,3.33,268.003,Kepler
Kepler-442 b,Kepler-442,Kepler-442,Transit,2015,1.34,2.36,365.965,Kepler
Kepler-443 b,Kepler-443,Kepler-443,Transit,2015,2.33,6.04,802.271,Kepler
Kepler-447 b,Kepler-447,Kepler-447,Transit,2015,18.49,435.41,268.041,Kepler
Kepler-45 b,Kepler-45,Kepler-45,Transit,2011,10.76,160.497,381.949,Kepler
Kepler-452 b,Kepler-452,Kepler-452,Transit,2015,1.63,3.29,551.727,Kepler
Kepler-461 b,Kepler-461,Kepler-461,Transit,2016,2.58,7.18,692.158,Kepler
Kepler-463 b,Kepler-463,Kepler-463,Transit,2016,3.05,9.53,394.804,Kepler
Kepler-464 b,Kepler-464,Kepler-464,Transit,2016,3.3,10.9,667.604,Kepler
Kepler-465 b,Kepler-465,Kepler-465,Transit,2016,2.95,9.01,553.077,Kepler
Kepler-467 b,Kepler-467,Kepler-467,Transit,2016,2.25,5.69,466.265,Kepler
Kepler-468 b,Kepler-468,Kepler-468,Transit,2016,13.34,,442.871,Kepler
Kepler-470 b,Kepler-470,Kepler-470,Transit,2016,14.44,35600,929.811,Kepler
Kepler-471 b,Kepler-471,Kepler-471,Transit,2016,14.96,37000,1249.41,Kepler
Kepler-472 b,Kepler-472,Kepler-472,Transit,2016,3.22,10.5,306.602,Kepler
Kepler-473 b,Kepler-473,Kepler-473,Transit,2016,4.08,15.6,905.937,Kepler
Kepler-474 b,Kepler-474,Kepler-474,Transit,2016,3.06,9.59,841.496,Kepler
Kepler-475 b,Kepler-475,Kepler-475,Transit,2016,2.49,6.76,280.069,Kepler
Kepler-476 b,Kepler-476,Kepler-476,Transit,2016,3.08,9.69,813.535,Kepler
Kepler-478 b,Kepler-478,Kepler-478,Transit,2016,2.71,7.8,420,Kepler
Kepler-479 b,Kepler-479,Kepler-479,Transit,2016,2.12,5.14,344.901,Kepler
Kepler-480 b,Kepler-480,Kepler-480,Transit,2016,2.78,8.15,847.508,Kepler
Kepler-481 b,Kepler-481,Kepler-481,Transit,2016,2.5,6.8,813.724,Kepler
Kepler-482 b,Kepler-482,Kepler-482,Transit,2016,2.36,6.17,313.068,Kepler
Kepler-483 b,Kepler-483,Kepler-483,Transit,2016,3.21,10.4,860.355,Kepler
Kepler-484 b,Kepler-484,Kepler-484,Transit,2016,2.28,5.82,382.136,Kepler
Kepler-485 b,Kepler-485,Kepler-485,Transit,2016,14.41,35500,1140.95,Kepler
Kepler-488 b,Kepler-488,Kepler-488,Transit,2016,15.79,39400,1145.28,Kepler
Kepler-489 b,Kepler-489,Kepler-489,Transit,2016,7.72,46.1,369.645,Kepler
Kepler-490 b,Kepler-490,Kepler-490,Transit,2016,11.65,,1523,Kepler
Kepler-491 b,Kepler-491,Kepler-491,Transit,2016,8.92,59,630.785,Kepler
Kepler-493 b,Kepler-493,Kepler-493,Transit,2016,15.13,37500,1745.77,Kepler
Kepler-494 b,Kepler-494,Kepler-494,Transit,2016,7.14,40.4,750.177,Kepler
Kepler-496 b,Kepler-496,Kepler-496,Transit,2016,2.32,5.99,605.274,Kepler
Kepler-497 b,Kepler-497,Kepler-497,Transit,2016,6.04,30.4,1291.98,Kepler
Kepler-498 b,Kepler-498,Kepler-498,Transit,2016,3.03,9.43,938.844,Kepler
Kepler-499 b,Kepler-499,Kepler-499,Transit,2016,2.17,5.35,556.726,Kepler
Kepler-5 b,Kepler-5,Kepler-5,Transit,2009,15.984,670.93913,899.777,Kepler
Kepler-500 b,Kepler-500,Kepler-500,Transit,2016,2.58,7.18,807.48,Kepler
Kepler-502 b,Kepler-502,Kepler-502,Transit,2016,4.77,20.4,1591.04,Kepler
Kepler-505 b,Kepler-505,Kepler-505,Transit,2016,2.6,7.27,283.41,Kepler
Kepler-506 b,Kepler-506,Kepler-506,Transit,2016,2.73,7.9,228.439,Kepler
Kepler-507 b,Kepler-507,Kepler-507,Transit,2016,1.3,2.24,391.644,Kepler
Kepler-508 b,Kepler-508,Kepler-508,Transit,2016,1.64,3.33,324.618,Kepler
Kepler-509 b,Kepler-509,Kepler-509,Transit,2016,2.49,6.76,332.443,Kepler
Kepler-510 b,Kepler-510,Kepler-510,Transit,2016,2.47,6.66,386.177,Kepler
Kepler-512 b,Kepler-512,Kepler-512,Transit,2016,2.69,7.7,467.375,Kepler
Kepler-513 b,Kepler-513,Kepler-513,Transit,2016,2.2,5.48,468.258,Kepler
Kepler-516 b,Kepler-516,Kepler-516,Transit,2016,5.74,27.9,687.094,Kepler
Kepler-518 b,Kepler-518,Kepler-518,Transit,2016,2.11,5.1,337.901,Kepler
Kepler-521 b,Kepler-521,Kepler-521,Transit,2016,3.18,10.2,830.638,Kepler
Kepler-522 b,Kepler-522,Kepler-522,Transit,2016,6.91,38.2,639.239,Kepler
